TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
AALR3;19,60;;-412,18;1,92;0,91;31,33;7,76;-0,49;26,30;33,67;7,38;0,54;2,04;-23,13;-1,13;0,83;-0,47;-0,22;4,41;0,48;0,52;0,45;3,62;;9.132.497,30;10,22;-0,05;4,37;2.318.539.193,60
ABCB4;16,62;6,11;6,57;0,80;0,08;23,86;18,43;13,98;4,98;4,98;;;0,92;-6,33;-0,08;0,72;12,25;1,16;;0,09;0,91;0,08;7,15;7,87;14.163.457,15;20,65;2,53;0,08;3.757.617.761,16
ABEV3;14,67;4,11;18,24;2,75;1,67;51,05;23,29;17,39;13,62;12,71;-0,91;-0,18;3,17;-965,69;-2,31;0,99;15,08;9,14;18,74;0,61;0,39;0,53;9,82;0,20;384.452.535,45;5,33;0,80;1,61;231.055.681.204,17
ADHM3;1,56;;-4,09;-1,29;105,12;100,00;-13.548,48;-18.860,61;-5,69;-5,69;0,00;;770,90;-1,43;-116,16;0,00;-31,47;-2.571,90;22,61;-81,72;82,72;0,14;;;;-1,21;-0,38;-0,58;25.439.770,20
AERI3;5,09;0,41;56,36;3,90;1,26;11,54;8,36;2,78;18,76;21,48;2,72;0,57;1,57;3,06;-3,54;2,80;6,92;2,24;8,06;0,32;0,68;0,81;;;11.997.944,60;1,30;0,09;-1,45;3.900.026.491,04
AESB3;11,15;2,07;12,31;1,36;0,46;16,81;8,41;36,44;53,36;97,17;43,81;1,12;4,49;10,43;-0,58;1,29;11,05;3,76;-4,65;0,34;0,66;0,10;;;18.012.827,33;8,20;0,91;;5.486.987.419,25
AFLT3;9,48;4,50;5,84;2,33;2,13;87,03;84,24;81,52;5,65;5,46;-0,19;-0,08;4,76;10,18;-2,78;10,78;39,98;36,56;39,43;0,91;0,09;0,45;30,86;48,28;8.376,91;4,06;1,62;0,01;598.042.956,00
AGRO3;34,07;13,61;4,81;1,42;0,96;42,71;38,75;53,36;6,63;6,41;-0,21;-0,05;2,57;2,92;-1,89;3,04;29,57;19,97;15,77;0,68;0,32;0,37;55,29;146,35;33.175.871,53;23,95;7,08;0,01;3.487.984.662,56
AGXY3;9,18;;2.354,61;1,06;0,23;6,94;-2,02;0,02;-20,03;-28,13;-8,10;0,43;0,40;2,88;-1,14;1,11;0,05;0,01;-3,43;0,22;0,78;0,57;;;1.132.104,55;8,63;0,00;;1.568.173.399,02
AHEB3;27,50;;-3,15;-3,32;0,75;28,13;-24,82;-42,95;-5,45;-4,96;0,53;;1,35;-53,36;-1,08;0,96;-105,53;-23,80;60,99;-0,23;1,23;0,55;-1,24;;4.125,00;-8,28;-8,73;-0,01;236.820.517,90
AHEB5;22,00;;-2,52;-2,66;0,60;28,13;-24,82;-42,95;-4,36;-4,96;0,53;;1,08;-42,69;-0,86;0,96;-105,53;-23,80;60,99;-0,23;1,23;0,55;-1,24;;2.348,50;-8,28;-8,73;-0,01;236.820.517,90
AHEB6;41,20;;-4,72;-4,98;1,12;28,13;-24,82;-42,95;-8,16;-4,96;0,53;;2,03;-79,95;-1,61;0,96;-105,53;-23,80;60,99;-0,23;1,23;0,55;-1,24;;4.120,00;-8,28;-8,73;-0,02;236.820.517,90
ALLD3;13,80;5,51;4,46;0,85;0,28;14,08;7,10;5,02;3,16;2,33;-0,83;-0,22;0,22;1,41;-1,08;1,37;19,07;6,36;20,12;0,33;0,67;1,27;;;2.046.547,15;16,22;3,09;0,06;1.286.444.031,60
ALPA3;18,50;2,14;18,32;3,64;1,57;49,55;15,68;17,46;20,41;20,59;-0,76;-0,14;3,20;-11,84;-2,63;0,75;19,89;8,59;15,86;0,43;0,57;0,49;-0,53;13,78;107.016,13;5,08;1,01;0,05;13.224.124.228,43
ALPA4;20,21;2,15;20,02;3,98;1,72;49,55;15,68;17,46;22,29;20,59;-0,76;-0,14;3,50;-12,94;-2,87;0,75;19,89;8,59;15,86;0,43;0,57;0,49;-0,53;13,78;86.434.742,00;5,08;1,01;0,05;13.224.124.228,43
ALPK3;3,92;;-3,76;1,50;0,33;24,78;-3,88;-26,75;-25,95;-65,13;-39,18;2,26;1,01;-2,03;-0,37;0,40;-39,74;-8,67;-1,81;0,22;0,78;0,32;;;183.960,83;2,62;-1,04;-0,12;840.551.970,16
ALSO3;21,13;1,07;20,43;0,72;0,51;67,92;52,26;29,31;11,46;8,92;-2,54;-0,16;5,99;5,36;-0,60;2,44;3,52;2,47;6,00;0,70;0,30;0,08;22,33;23,34;24.901.887,35;29,39;1,03;0,33;5.615.778.799,14
ALUP11;26,39;4,66;6,93;0,77;0,30;73,26;72,22;21,31;2,05;4,21;2,16;0,82;1,48;3,96;-0,36;1,80;11,15;4,34;15,12;0,39;0,61;0,20;27,49;29,12;27.752.425,70;34,13;3,81;0,38;7.733.248.796,30
ALUP3;8,86;4,63;6,98;0,78;0,30;73,26;72,22;21,31;2,06;4,21;2,16;0,82;1,49;3,99;-0,37;1,80;11,15;4,34;15,12;0,39;0,61;0,20;27,49;29,12;95.692,30;11,38;1,27;0,38;7.733.248.796,30
ALUP4;8,74;4,69;6,89;0,77;0,30;73,26;72,22;21,31;2,03;4,21;2,16;0,82;1,47;3,93;-0,36;1,80;11,15;4,34;15,12;0,39;0,61;0,20;27,49;29,12;121.083,08;11,38;1,27;0,37;7.733.248.796,30
AMAR3;2,33;;-11,13;0,80;0,23;46,77;0,19;-2,84;166,31;416,37;250,05;1,20;0,32;2,30;-0,49;1,24;-7,18;-2,10;-3,10;0,29;0,71;0,74;-2,41;;17.395.862,35;2,92;-0,21;;798.806.878,10
AMBP3;36,46;0,26;28,56;3,16;0,85;21,74;17,15;7,52;12,53;18,23;5,70;1,44;2,15;6,83;-1,23;1,67;11,05;2,97;6,92;0,27;0,73;0,39;;;26.918.475,50;11,55;1,28;0,13;4.117.631.538,48
AMER3;25,08;2,48;41,84;1,43;0,51;29,79;3,33;2,40;30,09;37,24;7,15;0,34;1,00;2,65;-1,01;1,64;3,42;1,22;0,69;0,36;0,64;0,51;21,42;;212.544.896,68;17,54;0,60;-0,12;22.750.344.908,28
ANIM3;5,69;;-26,21;0,95;0,23;52,85;10,61;-3,31;8,17;24,33;16,16;1,88;0,87;29,92;-0,27;1,06;-3,63;-0,89;3,08;0,24;0,76;0,27;22,51;;18.411.034,63;5,97;-0,22;-0,23;2.298.013.500,45
APER3;31,71;;81,97;1,23;0,69;100,00;5,06;3,02;48,92;37,67;-11,25;-0,28;2,47;7,51;-0,92;1,56;1,50;0,84;2,04;0,56;0,44;0,28;4,50;;1.198.036,83;25,85;0,39;-0,11;364.035.049,14
APTI3;197,64;239,54;-0,29;0,02;0,01;100,00;-105,73;-53,03;-0,14;-1,13;0,61;-0,07;0,15;0,02;-0,01;4,67;-5,51;-2,54;-14,51;0,46;0,54;0,05;-6,46;;;12.500,62;-688,52;0,00;44.442.750,00
APTI4;3.500,00;14,88;-5,08;0,28;0,13;100,00;-105,73;-53,03;-2,55;-1,13;0,61;-0,07;2,70;0,43;-0,21;4,67;-5,51;-2,54;-14,51;0,46;0,54;0,05;-6,46;;;12.500,62;-688,52;0,04;44.442.750,00
ARML3;15,51;0,72;92,36;4,82;1,63;48,20;33,21;14,90;41,43;43,31;1,88;0,22;13,76;3,38;-3,87;6,09;5,22;1,77;3,24;0,34;0,66;0,12;;;10.748.638,80;3,22;0,17;0,40;5.362.730.170,71
ARZZ3;89,50;1,04;28,46;6,17;2,92;52,63;16,02;11,81;20,97;21,55;0,58;0,17;3,36;76,90;-5,71;1,08;21,69;10,26;19,20;0,47;0,53;0,87;18,73;24,34;92.053.064,80;14,50;3,14;0,05;9.826.761.600,50
ASAI3;15,48;0,71;12,95;7,54;0,91;17,05;6,16;3,84;8,08;10,21;2,13;1,98;0,50;162,89;-1,48;1,01;58,21;7,04;21,67;0,12;0,88;1,83;;;127.922.621,78;2,05;1,20;0,85;20.850.232.311,36
ATMP3;2,04;;-0,40;0,35;0,03;8,53;-10,74;-13,00;-0,48;-3,20;-2,72;1,98;0,05;-0,10;-0,04;0,42;-88,18;-7,72;-35,25;0,09;0,91;0,59;-12,49;;39.851,08;5,79;-5,10;0,01;54.489.126,24
ATOM3;3,00;10,00;10,33;3,96;2,35;100,00;20,03;21,57;11,12;7,95;-3,17;-1,13;2,23;2,65;-89,31;11,15;38,38;22,70;33,95;0,59;0,41;1,05;;;111.758,25;0,76;0,29;-0,20;62.696.982,00
AURA33;39,45;4,97;11,61;1,84;0,84;41,30;26,14;10,01;4,45;4,41;-0,04;-0,02;1,16;3,97;-1,56;1,86;15,82;7,27;13,72;0,46;0,54;0,73;;;8.268.418,20;21,48;3,40;-0,31;2.790.790.047,00
AURE3;15,22;;;1,68;0,78;;;;;;;0,34;;20,29;-0,88;1,47;0,00;0,00;;0,46;0,54;0,00;;;58.051.730,73;9,05;0,00;;15.220.000.000,00
AVLL3;29,49;;-1,75;51,66;0,35;-1,98;-112,46;-165,48;-2,58;-5,75;-3,17;63,54;2,90;-28,20;-0,55;0,97;-2.947,22;-20,25;-27,71;0,01;0,99;0,12;;;167.171,56;0,57;-16,82;-0,08;661.041.765,06
AZEV3;3,80;;1,09;1,93;0,49;30,88;290,91;247,37;0,93;0,82;0,00;0,00;2,69;10,48;-0,69;1,20;177,75;45,37;153,94;0,26;0,74;0,18;-8,87;;125.958,20;1,96;3,49;0,00;182.589.000,00
AZEV4;3,13;;0,90;1,59;0,41;30,88;290,91;247,37;0,76;0,82;0,00;0,00;2,22;8,63;-0,57;1,20;177,75;45,37;153,94;0,26;0,74;0,18;-8,87;;989.292,55;1,96;3,49;0,00;182.589.000,00
AZUL4;22,30;;-6,68;-1,54;1,52;18,56;0,55;-42,23;513,86;539,31;398,47;;2,82;-4,80;-2,22;0,50;-22,98;-22,73;0,83;-0,99;1,99;0,54;8,38;;223.547.466,88;-14,52;-3,34;0,11;7.717.276.500,25
B3SA3;13,45;5,87;17,39;3,66;1,56;89,89;61,44;45,85;12,98;12,20;-0,78;-0,22;7,97;10,08;-2,61;1,63;21,04;8,98;12,35;0,43;0,57;0,20;34,69;26,67;607.325.317,63;3,68;0,77;1,28;82.031.550.000,00
BAHI3;14,55;;-9,35;2,30;0,56;38,63;-5,81;-13,82;-22,26;-25,59;-3,33;0,34;1,29;-1,88;-0,61;0,22;-24,62;-5,98;-9,85;0,24;0,76;0,43;;;129.407,21;6,32;-1,56;0,48;344.632.245,75
BALM3;15,00;2,27;9,21;1,12;0,64;56,16;8,87;11,93;12,38;9,17;-1,89;-0,17;1,10;1,49;-2,08;2,67;12,12;7,00;5,59;0,58;0,42;0,59;3,42;39,56;2.386,00;13,44;1,63;-1,47;131.320.000,00
BALM4;11,80;3,47;7,24;0,88;0,51;56,16;8,87;11,93;9,74;9,17;-1,89;-0,17;0,86;1,17;-1,64;2,67;12,12;7,00;5,59;0,58;0,42;0,59;3,42;39,56;15.747,94;13,44;1,63;-1,16;131.320.000,00
BAUH4;77,90;;58,18;4,12;2,52;18,96;1,30;3,99;178,11;173,34;-4,78;-0,11;2,32;-32,08;-3,55;0,79;7,07;4,32;-0,77;0,61;0,39;1,08;5,51;-1,88;49.818,86;18,92;1,34;-0,83;406.811.093,80
BAZA3;45,54;;1,83;0,46;0,05;36,66;96,41;52,26;0,99;0,99;;;0,96;0,79;-0,06;;25,05;2,84;;0,11;0,89;0,05;-2,61;41,37;75.267,97;99,34;24,89;0,01;1.350.077.337,18
BBAS3;33,77;8,05;4,94;0,72;0,05;30,25;17,65;15,03;4,21;4,21;;;0,74;2,04;-0,05;12,54;14,58;0,98;;0,07;0,93;0,07;-6,50;22,74;438.564.917,43;46,84;6,83;0,09;96.765.132.765,40
BBDC3;15,04;6,07;7,30;1,09;0,11;36,80;24,13;21,36;6,47;7,13;;;1,56;2,89;-0,12;5,17;14,92;1,55;;0,10;0,90;0,07;-5,09;4,17;149.908.888,70;13,80;2,06;0,22;176.849.152.738,29
BBDC4;18,15;5,53;8,82;1,31;0,14;36,80;24,13;21,36;7,80;7,13;;;1,88;3,49;-0,14;5,17;14,92;1,55;;0,10;0,90;0,07;-5,09;4,17;822.927.073,68;13,80;2,06;0,27;176.849.152.738,29
BBML3;3.936,42;;13.345,40;1.173,72;166,76;8,47;1,54;0,89;7.697,00;7.714,15;17,15;2,61;118,31;-3.919,10;-279,59;0,90;8,79;1,25;-3,28;0,14;0,86;1,41;42,64;5,07;;3,35;0,30;380,16;160.451.699.191,56
BBRK3;0,94;;-1,71;12,66;0,78;61,86;-38,33;-50,89;-2,27;-2,03;0,24;-1,36;0,87;-2,14;-0,97;0,35;-740,10;-45,85;-564,22;0,06;0,94;0,90;5,40;;1.261.723,45;0,07;-0,55;0,03;124.811.765,56
BBSE3;25,66;5,65;13,05;7,05;3,85;;;;10,41;10,41;;;;45,56;-6,27;1,28;54,02;29,54;;0,55;0,45;0,00;;-0,41;138.017.996,18;3,64;1,97;6,09;51.320.000.000,00
BDLL3;11,00;;-1,01;-0,10;0,03;-38,88;-128,49;-82,40;-0,65;-8,60;-8,00;;0,83;-0,19;-0,04;0,73;-9,90;-2,68;-101,59;-0,27;1,27;0,03;-39,65;;6.823,47;-110,25;-10,91;0,01;16.210.068,80
BDLL4;9,60;;-0,88;-0,09;0,02;-38,88;-128,49;-82,40;-0,56;-8,60;-8,00;;0,72;-0,17;-0,04;0,73;-9,90;-2,68;-101,59;-0,27;1,27;0,03;-39,65;;8.821,00;-110,25;-10,91;0,01;16.210.068,80
BEEF3;12,94;5,34;13,12;12,01;0,39;17,23;7,55;2,22;3,86;6,86;3,00;9,33;0,29;1,20;-1,25;1,90;91,55;2,98;14,38;0,03;0,97;1,34;22,82;25,18;80.668.086,00;1,08;0,99;-0,93;7.858.247.286,58
BEES3;5,18;6,70;6,53;0,87;0,05;39,08;19,27;11,57;3,92;3,96;;;0,76;0,29;-0,06;;13,26;0,74;;0,06;0,94;0,06;-6,14;11,45;151.114,23;5,98;0,79;0,81;1.651.711.849,60
BEES4;5,36;6,47;6,76;0,90;0,05;39,08;19,27;11,57;4,06;3,96;;;0,78;0,30;-0,06;;13,26;0,74;;0,06;0,94;0,06;-6,14;11,45;34.382,28;5,98;0,79;0,83;1.651.711.849,60
BFRE11;0,00;;0,00;;0,00;0,00;186,73;123,46;0,00;;;;0,00;0,00;0,00;;;4,95;;0,00;1,00;0,04;;1,37;;0,00;17.136,68;0,00;
BFRE12;0,00;;0,00;;0,00;0,00;186,73;123,46;0,00;;;;0,00;0,00;0,00;;;4,95;;0,00;1,00;0,04;;1,37;;0,00;17.136,68;0,00;
BGIP3;29,46;4,44;5,38;0,80;0,06;60,08;20,21;11,78;3,13;2,77;;;0,63;-0,41;-0,13;0,78;14,92;1,14;;0,08;0,92;0,10;1,19;5,03;4.952,45;36,72;5,48;0,10;397.870.892,70
BGIP4;22,60;6,37;4,13;0,62;0,05;60,08;20,21;11,78;2,40;2,77;;;0,49;-0,32;-0,10;0,78;14,92;1,14;;0,08;0,92;0,10;1,19;5,03;36.221,48;36,72;5,48;0,08;397.870.892,70
BIDI11;16,34;0,49;406,77;1,66;0,39;51,67;-2,19;1,59;-296,72;-296,72;;;6,48;-3,62;-0,65;0,79;0,41;0,10;;0,23;0,77;0,06;27,91;6,43;266.569.112,38;9,85;0,04;-0,70;14.084.263.484,75
BIDI3;5,35;0,50;399,55;1,63;0,38;51,67;-2,19;1,59;-291,45;-296,72;;;6,37;-3,56;-0,64;0,79;0,41;0,10;;0,23;0,77;0,06;27,91;6,43;10.311.578,25;3,28;0,01;-0,69;14.084.263.484,75
BIDI4;5,50;0,49;410,75;1,68;0,39;51,67;-2,19;1,59;-299,62;-296,72;;;6,55;-3,66;-0,66;0,79;0,41;0,10;;0,23;0,77;0,06;27,91;6,43;71.090.997,03;3,28;0,01;-0,71;14.084.263.484,75
BIOM3;11,81;;-10,82;7,78;2,35;25,15;-61,30;-74,95;-13,23;-15,19;-1,97;1,16;8,11;13,77;-3,81;1,80;-71,93;-21,70;-22,36;0,30;0,70;0,29;;;66.002,08;1,52;-1,09;-0,81;868.369.837,12
BKBR3;6,41;;-6,45;1,12;0,46;62,42;-6,27;-9,95;-10,22;-12,19;-1,97;0,22;0,64;33,72;-0,59;1,07;-17,41;-7,18;-7,44;0,41;0,59;0,72;14,59;;15.383.951,43;5,71;-0,99;0,17;1.765.028.415,27
BLAU3;25,30;2,34;13,96;2,78;1,95;48,74;33,42;23,80;9,94;8,74;-1,20;-0,34;3,32;3,35;-7,19;4,95;19,89;13,97;14,83;0,70;0,30;0,59;;;6.985.471,98;9,11;1,81;0,50;4.538.666.656,70
BLUT3;1,14;;-2,64;0,39;0,12;;;;-2,68;-2,61;-0,77;0,11;;-0,95;-0,12;0,00;-14,79;-4,56;-13,07;0,31;0,69;0,00;;;186.496,75;2,92;-0,43;0,00;15.659.808,96
BLUT4;0,60;;-1,39;0,21;0,06;;;;-1,41;-2,61;-0,77;0,11;;-0,50;-0,06;0,00;-14,79;-4,56;-13,07;0,31;0,69;0,00;;;385.597,68;2,92;-0,43;0,00;15.659.808,96
BMEB3;15,09;4,45;8,57;1,41;0,13;72,00;5,70;7,25;10,90;9,67;;;0,62;1,72;-0,22;1,20;16,41;1,48;;0,09;0,91;0,20;-4,80;62,23;29.419,27;10,73;1,76;0,39;1.403.764.038,56
BMEB4;10,60;6,97;6,02;0,99;0,09;72,00;5,70;7,25;7,65;9,67;;;0,44;1,21;-0,16;1,20;16,41;1,48;;0,09;0,91;0,20;-4,80;62,23;119.365,63;10,73;1,76;0,27;1.403.764.038,56
BMGB4;2,80;11,27;6,75;0,42;0,04;40,69;0,91;5,19;38,59;38,59;;;0,35;-0,29;-0,07;0,68;6,26;0,66;;0,10;0,90;0,13;13,33;4,43;1.898.733,93;6,62;0,41;-0,30;1.633.050.750,80
BMIN3;20,00;;28,59;0,75;0,30;67,46;35,55;18,22;14,65;14,10;;;5,21;4,37;-0,43;1,28;2,62;1,05;;0,40;0,60;0,06;-10,02;-23,74;7.774,33;26,66;0,70;0,76;92.882.270,70
BMIN4;14,90;9,40;21,30;0,56;0,22;67,46;35,55;18,22;10,91;14,10;;;3,88;3,26;-0,32;1,28;2,62;1,05;;0,40;0,60;0,06;-10,02;-23,74;33.933,93;26,66;0,70;0,57;92.882.270,70
BMKS3;245,12;3,23;13,84;0,58;0,52;33,71;17,59;45,68;35,93;-10,55;-46,48;-0,75;6,32;0,69;-2,35;26,78;4,20;3,73;0,63;0,89;0,11;0,08;-1,89;-12,69;17.807,48;422,14;17,72;0,11;111.468.320,00
BMOB3;14,42;1,40;17,40;1,27;0,91;37,20;17,36;15,41;15,45;9,39;-6,05;-0,50;2,68;2,37;-2,42;2,58;7,32;5,21;5,01;0,71;0,29;0,34;;;9.115.698,15;11,33;0,83;0,36;1.310.909.106,64
BNBR3;69,49;6,40;3,71;0,80;0,10;63,30;56,61;32,34;2,12;2,12;;;1,20;1,63;-0,11;;21,64;2,68;;0,12;0,88;0,08;-1,65;17,20;33.573,69;86,59;18,74;0,06;6.001.953.033,36
BOAS3;8,25;0,80;28,30;2,17;1,76;50,89;-1,24;20,64;-469,36;-343,23;126,14;-0,58;5,84;3,58;-4,15;6,96;7,65;6,23;-2,81;0,81;0,19;0,30;6,65;;8.709.068,70;3,81;0,29;0,21;4.387.609.850,25
BOBR3;0,00;;0,00;0,00;0,00;27,64;11,58;5,87;0,00;3,54;2,18;;0,00;0,00;0,00;0,57;-37,53;7,85;39,16;-0,21;1,21;1,34;0,74;2,52;;-0,68;0,26;0,00;179.425.914,52
BOBR4;1,46;;5,68;-2,13;0,45;27,64;11,58;5,87;2,88;3,54;2,18;;0,33;-1,34;-0,79;0,57;-37,53;7,85;39,16;-0,21;1,21;1,34;0,74;2,52;58.672,53;-0,68;0,26;0,08;179.425.914,52
BPAC11;24,01;1,60;14,63;2,46;0,29;33,71;47,41;37,49;11,57;11,57;;;5,49;4,68;-0,88;1,10;16,84;1,98;;0,12;0,88;0,05;5,25;5,86;273.263.402,30;9,75;1,64;0,16;92.087.313.157,09
BPAC3;13,46;0,95;24,60;4,14;0,49;33,71;47,41;37,49;19,46;11,57;;;9,23;7,87;-1,49;1,10;16,84;1,98;;0,12;0,88;0,05;5,25;5,86;133.393,98;3,25;0,55;0,27;92.087.313.157,09
BPAC5;5,43;2,36;9,93;1,67;0,20;33,71;47,41;37,49;7,85;11,57;;;3,72;3,17;-0,60;1,10;16,84;1,98;;0,12;0,88;0,05;5,25;5,86;64.826,83;3,25;0,55;0,11;92.087.313.157,09
BPAN4;9,81;2,28;16,54;2,21;0,26;62,54;10,64;7,39;11,50;11,50;;;1,22;54,01;-0,48;1,01;13,36;1,60;;0,12;0,88;0,22;1,40;;61.012.921,90;4,44;0,59;0,91;12.815.123.934,15
BPAR3;182,07;3,44;7,18;1,06;0,14;72,40;24,07;13,11;3,91;3,91;;;0,94;1,75;-0,15;;14,72;1,93;;0,13;0,87;0,15;4,66;0,84;;172,10;25,34;201,51;1.733.606.633,43
BPAT33;44,05;;6,98;0,66;0,09;51,56;21,77;5,61;1,80;1,80;;;0,39;;-0,12;;9,46;1,35;;0,14;0,86;0,24;14,99;-18,89;;66,71;6,31;-0,11;1.533.769.021,00
BPHA3;0,62;;0,06;-0,24;0,99;98,02;1.029,99;13.896,67;0,80;1,66;0,85;;8,28;-0,38;-1,18;0,06;-402,50;1.669,02;-36,75;-4,15;5,15;0,12;-68,85;;;-2,58;10,40;0,00;70.110.298,74
BRAP3;27,50;25,87;1,34;1,44;1,43;;;;1,35;1,39;-0,04;-0,04;;44,18;-1,49;5,89;107,68;106,96;106,86;0,99;0,01;0,00;;66,61;5.363.808,50;19,09;20,55;0,00;11.437.719.286,52
BRAP4;29,96;26,12;1,46;1,57;1,56;;;;1,47;1,39;-0,04;-0,04;;48,14;-1,62;5,89;107,68;106,96;106,86;0,99;0,01;0,00;;66,61;161.475.017,43;19,09;20,55;0,00;11.437.719.286,52
BRBI11;15,96;5,08;12,09;2,18;0,55;94,47;45,15;61,19;16,38;7,36;-9,02;-1,20;7,40;2,14;-43,83;1,35;18,07;4,55;0,78;0,25;0,75;0,07;;;3.170.077,50;7,31;1,32;0,52;1.675.731.435,84
BRBI3;0,00;;0,00;0,00;0,00;94,47;45,15;61,19;0,00;7,36;-9,02;-1,20;0,00;0,00;0,00;1,35;18,07;4,55;0,78;0,25;0,75;0,07;;;;2,44;0,44;0,00;1.675.731.435,84
BRBI4;0,00;;0,00;0,00;0,00;94,47;45,15;61,19;0,00;7,36;-9,02;-1,20;0,00;0,00;0,00;1,35;18,07;4,55;0,78;0,25;0,75;0,07;;;;2,44;0,44;0,00;1.675.731.435,84
BRFS3;13,94;;35,97;1,71;0,27;21,03;6,23;0,87;5,01;10,85;5,84;1,99;0,31;3,01;-0,51;1,24;4,75;0,75;7,17;0,16;0,84;0,86;7,46;;149.805.152,00;8,15;0,39;-0,52;15.089.677.049,24
BRGE11;7,71;4,88;26,48;0,32;0,18;-2.524,04;-553,42;494,15;-23,65;36,86;60,30;-0,82;130,86;0,49;-0,45;2,80;1,21;0,70;-2,42;0,58;0,42;0,00;-32,32;-18,92;771,00;24,03;0,29;-0,55;562.911.084,88
BRGE12;6,95;0,01;23,87;0,29;0,17;-2.524,04;-553,42;494,15;-21,32;36,86;60,30;-0,82;117,96;0,44;-0,40;2,80;1,21;0,70;-2,42;0,58;0,42;0,00;-32,32;-18,92;1.332,40;24,03;0,29;-0,50;562.911.084,88
BRGE3;5,86;0,01;20,13;0,24;0,14;-2.524,04;-553,42;494,15;-17,97;36,86;60,30;-0,82;99,46;0,37;-0,34;2,80;1,21;0,70;-2,42;0,58;0,42;0,00;-32,32;-18,92;4.734,69;24,03;0,29;-0,42;562.911.084,88
BRGE5;9,81;3,20;33,70;0,41;0,23;-2.524,04;-553,42;494,15;-30,09;36,86;60,30;-0,82;166,51;0,62;-0,57;2,80;1,21;0,70;-2,42;0,58;0,42;0,00;-32,32;-18,92;3.444,25;24,03;0,29;-0,70;562.911.084,88
BRGE6;9,99;7,53;34,31;0,42;0,24;-2.524,04;-553,42;494,15;-30,64;36,86;60,30;-0,82;169,56;0,64;-0,58;2,80;1,21;0,70;-2,42;0,58;0,42;0,00;-32,32;-18,92;999,00;24,03;0,29;-0,72;562.911.084,88
BRGE7;5,40;8,13;18,55;0,22;0,13;-2.524,04;-553,42;494,15;-16,56;36,86;60,30;-0,82;91,65;0,34;-0,31;2,80;1,21;0,70;-2,42;0,58;0,42;0,00;-32,32;-18,92;;24,03;0,29;-0,39;562.911.084,88
BRGE8;9,00;3,48;30,91;0,37;0,22;-2.524,04;-553,42;494,15;-27,60;36,86;60,30;-0,82;152,76;0,57;-0,52;2,80;1,21;0,70;-2,42;0,58;0,42;0,00;-32,32;-18,92;1.770,33;24,03;0,29;-0,65;562.911.084,88
BRIT3;3,10;;620,96;1,04;0,48;44,50;10,95;0,31;17,44;18,37;0,94;0,06;1,91;1,98;-0,83;2,37;0,17;0,08;2,83;0,46;0,54;0,25;;;1.528.254,28;2,99;0,01;-6,73;1.392.194.239,60
BRIV3;6,29;0,23;;0,35;0,02;23,97;8,53;0,00;4,98;5,11;;;0,42;1,07;-0,02;23,90;0,00;0,00;;0,07;0,93;0,05;-3,36;;8.460,12;18,04;0,00;;571.696.239,91
BRIV4;6,70;8,95;;0,37;0,02;23,97;8,53;0,00;5,31;5,11;;;0,45;1,14;-0,03;23,90;0,00;0,00;;0,07;0,93;0,05;-3,36;;13.511,23;18,04;0,00;;571.696.239,91
BRKM3;40,07;23,05;2,28;5,15;0,35;30,35;24,66;13,24;1,23;2,11;0,88;3,69;0,30;2,27;-0,60;1,56;225,42;15,11;53,45;0,07;0,93;1,14;17,25;;399.220,18;7,78;17,54;-0,01;32.130.709.066,66
BRKM5;40,61;22,74;2,32;5,22;0,35;30,35;24,66;13,24;1,24;2,11;0,88;3,69;0,31;2,30;-0,61;1,56;225,42;15,11;53,45;0,07;0,93;1,14;17,25;;125.053.054,23;7,78;17,54;-0,01;32.130.709.066,66
BRKM6;23,00;2,63;1,31;2,96;0,20;30,35;24,66;13,24;0,70;2,11;0,88;3,69;0,17;1,30;-0,34;1,56;225,42;15,11;53,45;0,07;0,93;1,14;17,25;;6.177,50;7,78;17,54;0,00;32.130.709.066,66
BRML3;9,36;;41,47;0,69;0,40;90,42;49,84;16,53;13,75;18,33;4,58;0,23;6,85;6,20;-0,44;3,00;1,66;0,96;3,21;0,58;0,42;0,06;-2,54;1,77;130.746.105,23;13,57;0,23;-0,25;7.752.643.554,24
BRPR3;9,01;1,17;133,44;0,60;0,38;100,00;55,26;9,81;23,69;34,59;10,89;0,28;13,09;11,22;-0,42;1,56;0,45;0,28;1,62;0,63;0,37;0,03;-6,86;2,11;18.622.321,70;14,98;0,07;-1,58;4.272.178.869,97
BRQB3;0,00;;0,00;0,00;0,00;35,98;13,48;5,87;0,00;-1,19;-1,19;-0,84;0,00;0,00;0,00;1,89;30,88;10,63;34,89;0,34;0,66;1,81;12,30;;;0,89;0,28;0,00;0,00
